id,text
109,"##flame thrower on## 
 Well I don't want my tax dollars going to that kind of philosophy. 
 maybe if the good folks you are talking about are people like you 
 than I might be inclined to accept it. What does the batf do anyway? 
 Why don't we have a bureau for militant, paranoid, freedom killers 
 like yourself. People like you are more dangerous than alcohol, 
 tobacco and firearms. 
 Maybe we should just have nuked the whole city, I mean, what's a 
 100,000 good souls anyway? 
 Get real, you sound like a racist.  I guess life isn't so precious 
 to you, do you realize that there were  24 children KILLED!!! 
 They will never get to fall in love, they won't see another sunrise, 
 no prom, no first date, no football, baseball no NOTHING.  Why doesn't 
 some people think first before they let everyone know how narrow they 
 are."
110,"Ah yes, I see a few liberal weenies have come out of the woodwork
to defend the burning of the children. Probably drooled all over themselves
while watching the TV coverage.

Probably had a few like that in Nazi Germany, as well."
111,"Why?  Either the numerator or the denominator could fluctuate.
	The dollar value of a gun would (of course)
	go up if supply were restricted.  The weight of a gun might
	go down significantly as technology improved.   I don't
	think you have a basis to assert this."
112,"Because there are about 40 homicides total (i.e. using guns, knives,
tire-irons, baseball bats, bare hands, etc...) in Switzerland
each year and 850 homicides, total, in England. That's three
times worse per capita in England than in Switzerland. Since
dead is dead, it really doesn't matter that 60% of the Switz
murders involved a gun or that only 0.9% of the English murderers
do."
113,"I agree very much.  I have read almost every article written about
   the Glock, and IMO, it is probably the safest auto-loader made.  It
   has the best safty of all, Jeff Cooper's First Rule, ""Keep your finger
   OFF the trigger until you want to shoot.""  If everyone just observed
   this, there would be fewer ""accidents"".

   David N. Bixler
   Auburn University"
114,"So, your opinion is truth.  I see...  :-)


You can believe that if you wish.  It is undeniable, however, that people 
have left the compound unharmed and alive earier in the standoff.

And since their leader was preaching that they would have an apocalypse, you 
can not say undeniably that there wouldn't have been a mass suicide if the 
FBI had simply stayed outside and waited another 51 days.


I am the heartless bleeding heart?  You are not making sense.
You seem to have no concern that someone would keep children inside this 
compound when they had 51 days to let them out.  That sounds pretty heartless 
to me.

I just heard on the news that some of the survivors regret they hadn't 
stayed in the inferno to prove their loyalty to Koresh.  This makes me 
sad and sick.


Have you ever heard of Jonestown?
The sad thing is the people inside the compound were the authority 
worshipers and their only authority was Koresh/Howell.   If these 
people were able to think for themselves, there would likely be a lot 
more survivors today.  Koresh preached a fiery apocalypse as early as 
last year.


By all means, the FBI should be investigated, too.  
BTW, I thought the second ammendment was God.  :-)"
115,"time

No, Lt Calley was later acquitted. His troops killed 400-500
people, including kids, elderly and women... I sure don't want
to see the domestic law enforcement agencies in this country
adhere to those ""military standards""... If they did, we're
all in big trouble...(The My Lai massacre was covered up
by high-ranking officials and ALL who were involved were
ACQUITTED).

  == Minh =="
116,"Well, actually, the Davidians (Koreshians?) started the fire themselves, 
the last I heard ( around 15:00 EST). Eight people ran out into the feilds
surrounding the compound. All were captured and two admitted to setting the 
fire. I don't buy your napalm theory at all (although it would have made a 
great commercial for my .sig). Why the hell would they have a wood stove
burning on such a warm day?  Flame throwers use liquid petroleum, napalm 
is more of a gel. Now to further dispute your theory, the diluted CS gas
was inserted around 06:00 if I understood correctly. The place didn't start
burning until around 10:00 or 11:00.
 
 
Calm down kid. Vernon (Koresh's real name) said himself that he would not leave
that compound alive. The inhabitants thereof had accepted the fact that they 
may very well have to kill themselves before it was all over.


There are at least eight survivors. A caller on Rush Limbaugh today suggested
that the rest may even be hiding in underground bunkers. That's not such a wild
idea considering their weaponry and resolve. 


Sheesh! Get over it. I haven't heard (read) such ranting since the Hindenberg
burned. This should have ended 50 days ago. I'm glad my tax dollars have
finally stopped working to pay a bunch of guys to stand around and give press
conferences. Now they can get back to more important things, like catching
cigarrette smugglers."
117,"And they work especially well when the Feds have cut off your utilities.
--"
118,"No, Brent that would be
alt.sex.bondage.holly.silva.goofy.anti.semite.... :)"
